사용년월	승차역	하차역	사용자	이용인원
201502	204	249	일반	9
201502	204	249	경로	85
201502	204	249	일반	55
201502	204	249	장애인	2
201502	204	249	경로	3
201502	204	249	일반	131
201502	204	249	일반	1
201502	204	249	장애인	22
201502	205	201	청소년	132
201502	205	201	청소년	1
201502	205	201	일반	8
201502	205	201	일반	280
201502	205	201	장애인	78
201502	205	201	경로	219
201502	205	201	일반	1861
201502	205	201	장애인	16
201502	205	201	일반	31
201502	205	201	일반	2285
201502	205	201	경로	15
201502	205	202	경로	3
201502	205	202	일반	6
201502	205	202	일반	1106
201502	205	202	장애인	220
201502	205	202	경로	826
201502	205	202	청소년	342
201502	205	202	일반	7316
201502	205	202	장애인	22
201502	205	202	경로	60
201502	205	202	일반	7680
201502	205	202	일반	92
201502	205	203	일반	214
201502	205	203	장애인	103
201502	205	203	경로	657
201502	205	203	청소년	91
201502	205	203	일반	1690
201502	205	203	장애인	11
201502	205	203	경로	31
201502	205	203	일반	2026
201502	205	203	일반	14
201502	205	204	일반	596
201502	205	204	일반	90
201502	205	204	청소년	57
201502	205	204	일반	1
201502	205	204	장애인	113
201502	205	204	경로	734
201502	205	204	일반	1313
201502	205	204	경로	23
201502	205	204	일반	12
201502	205	204	장애인	38
201502	205	205	청소년	197
201502	205	205	청소년	3
201502	205	205	일반	3
201502	205	205	경로	10
201502	205	205	일반	185
201502	205	205	경로	1565
201502	205	205	일반	1253
201502	205	205	장애인	315
201502	205	205	일반	10
201502	205	205	경로	49
201502	205	205	장애인	42
201502	205	205	일반	1355
201502	205	206	일반	53
201502	205	206	경로	2058
201502	205	206	일반	1
201502	205	206	경로	2
201502	205	206	일반	347
201502	205	206	장애인	449
201502	205	206	청소년	1
201502	205	206	청소년	263
201502	205	206	일반	1964
201502	205	206	장애인	62
201502	205	206	경로	125
201502	205	206	청소년	1
201502	205	206	일반	2491
201502	205	207	경로	1080
201502	205	207	경로	1
201502	205	207	일반	268
201502	205	207	장애인	59
201502	205	207	장애인	218
201502	205	207	청소년	1
201502	205	207	경로	61
201502	205	207	일반	1874
201502	205	207	일반	24
201502	205	207	일반	1215
201502	205	207	청소년	119
201502	205	208	일반	459
201502	205	208	일반	2
201502	205	208	장애인	156
201502	205	208	경로	661
201502	205	208	청소년	456
201502	205	208	일반	2767
201502	205	208	장애인	23
201502	205	208	경로	34
201502	205	208	일반	4196
201502	205	208	일반	40
201502	205	209	일반	640
201502	205	209	일반	1
201502	205	209	일반	107
201502	205	209	장애인	18
201502	205	209	경로	80
201502	205	209	일반	5
201502	205	209	장애인	10
201502	205	209	경로	3
201502	205	209	일반	846
201502	205	209	청소년	109
201502	205	210	경로	559
201502	205	210	일반	1351
201502	205	210	일반	1
201502	205	210	일반	326
201502	205	210	장애인	152
201502	205	210	일반	62
201502	205	210	장애인	15
201502	205	210	경로	15
201502	205	210	일반	2684
201502	205	210	청소년	237
201502	205	211	경로	1
201502	205	211	일반	438
201502	205	211	장애인	118
201502	205	211	청소년	189
201502	205	211	일반	1
201502	205	211	일반	1790
201502	205	211	장애인	32
201502	205	211	경로	11
201502	205	211	일반	3046
201502	205	211	일반	40
201502	205	211	경로	628
201502	205	212	청소년	828
201502	205	212	청소년	3
201502	205	212	일반	4
201502	205	212	일반	1232
201502	205	212	장애인	231
201502	205	212	경로	730
201502	205	212	일반	5880
201502	205	212	장애인	36
201502	205	212	경로	13
201502	205	212	일반	7874
201502	205	212	일반	186
201502	205	212	청소년	1
201502	205	213	경로	665
201502	205	213	일반	1949
201502	205	213	일반	2
201502	205	213	일반	510
201502	205	213	장애인	152
201502	205	213	일반	46
201502	205	213	청소년	285
201502	205	213	장애인	22
201502	205	213	경로	35
201502	205	213	일반	3589
201502	205	214	경로	9
201502	205	214	일반	36
201502	205	214	일반	1060
201502	205	214	장애인	202
201502	205	214	경로	790
201502	205	214	청소년	667
201502	205	214	일반	140
201502	205	214	일반	5657
201502	205	214	장애인	21
201502	205	214	경로	33
201502	205	214	일반	6010
201502	205	214	청소년	1
201502	205	214	청소년	3
201502	205	215	청소년	77
201502	205	215	경로	520
201502	205	215	장애인	57
201502	205	215	일반	300
201502	205	215	일반	1
201502	205	215	경로	1
201502	205	215	일반	680
201502	205	215	장애인	13
201502	205	215	경로	20
201502	205	215	일반	2441
201502	205	215	일반	34
201502	205	216	경로	844
201502	205	216	청소년	582
201502	205	216	청소년	2
201502	205	216	일반	10
201502	205	216	경로	1
201502	205	216	일반	1489
201502	205	216	장애인	205
201502	205	216	일반	4335
201502	205	216	일반	99
201502	205	216	장애인	16
201502	205	216	경로	53
201502	205	216	일반	7907
201502	205	216	청소년	1
201502	205	217	일반	509
201502	205	217	장애인	116
201502	205	217	경로	500
201502	205	217	청소년	136
201502	205	217	장애인	18
201502	205	217	경로	34
201502	205	217	일반	17
201502	205	217	일반	2726
201502	205	217	일반	2
201502	205	217	일반	989
201502	205	218	일반	373
201502	205	218	일반	2
201502	205	218	일반	117
201502	205	218	장애인	15
201502	205	218	경로	122
201502	205	218	장애인	3
201502	205	218	경로	15
201502	205	218	일반	965
201502	205	218	일반	6
201502	205	218	청소년	53
201502	205	219	청소년	152
201502	205	219	일반	329
201502	205	219	일반	4
201502	205	219	장애인	75
201502	205	219	경로	191
201502	205	219	일반	1527
201502	205	219	장애인	28
201502	205	219	경로	25
201502	205	219	일반	2222
201502	205	219	일반	47
201502	205	219	경로	1
201502	205	220	장애인	5
201502	205	220	일반	118
201502	205	220	장애인	35
201502	205	220	경로	297
201502	205	220	청소년	32
201502	205	220	경로	9
201502	205	220	일반	855
201502	205	220	일반	22
201502	205	220	일반	464
201502	205	221	일반	719
201502	205	221	일반	132
201502	205	221	장애인	26
201502	205	221	경로	169
201502	205	221	일반	2
201502	205	221	장애인	9
201502	205	221	경로	16
201502	205	221	일반	1121
201502	205	221	청소년	1
201502	205	221	일반	22
201502	205	221	청소년	28
201502	205	222	일반	1394
201502	205	222	청소년	1
201502	205	222	일반	4
201502	205	222	경로	1
201502	205	222	일반	298
201502	205	222	장애인	26
201502	205	222	경로	106
201502	205	222	장애인	5
201502	205	222	경로	6
201502	205	222	일반	2117
201502	205	222	일반	22
201502	205	222	청소년	224
201502	205	223	일반	29
201502	205	223	청소년	22
201502	205	223	장애인	9
201502	205	223	경로	58
201502	205	223	일반	149
201502	205	223	장애인	1
201502	205	223	경로	1
201502	205	223	일반	4
201502	205	223	일반	243
201502	205	224	일반	93
201502	205	224	경로	1
201502	205	224	일반	23
201502	205	224	장애인	6
201502	205	224	경로	39
201502	205	224	경로	7
201502	205	224	일반	155
201502	205	224	일반	1
201502	205	224	청소년	7
201502	205	225	청소년	8
201502	205	225	장애인	1
201502	205	225	일반	8
201502	205	225	장애인	2
201502	205	225	경로	28
201502	205	225	일반	81
201502	205	225	일반	1
201502	205	225	경로	1
201502	205	225	일반	156
201502	205	226	일반	186
201502	205	226	일반	65
201502	205	226	장애인	3
201502	205	226	경로	40
201502	205	226	장애인	1
201502	205	226	경로	1
201502	205	226	일반	388
201502	205	226	일반	4
201502	205	226	청소년	44
201502	205	227	청소년	24
201502	205	227	일반	325
201502	205	227	일반	1
201502	205	227	일반	50
201502	205	227	장애인	5
201502	205	227	경로	38
201502	205	227	일반	160
201502	205	227	일반	3
201502	205	227	경로	4
201502	205	227	장애인	3
201502	205	228	일반	2
201502	205	228	일반	144
201502	205	228	장애인	22
201502	205	228	청소년	39
201502	205	228	일반	476
201502	205	228	장애인	1
201502	205	228	경로	7
201502	205	228	일반	850
201502	205	228	일반	8
201502	205	228	경로	85
201502	205	229	일반	9
201502	205	229	청소년	30
201502	205	229	일반	91
201502	205	229	일반	1
201502	205	229	장애인	32
201502	205	229	경로	199
201502	205	229	일반	409
201502	205	229	장애인	5
201502	205	229	일반	600
201502	205	229	경로	23
201502	205	230	일반	367
201502	205	230	장애인	103
201502	205	230	경로	290
201502	205	230	청소년	247
201502	205	230	장애인	15
201502	205	230	경로	4
201502	205	230	일반	3410
201502	205	230	청소년	1
201502	205	230	일반	40
201502	205	230	일반	1
201502	205	230	일반	1913
201502	205	231	일반	240
201502	205	231	장애인	75
201502	205	231	경로	252
201502	205	231	청소년	170
201502	205	231	일반	1334
201502	205	231	장애인	5
201502	205	231	경로	3
201502	205	231	일반	1712
201502	205	231	일반	58
201502	205	232	일반	3418
201502	205	232	일반	580
201502	205	232	장애인	97
201502	205	232	경로	260
201502	205	232	일반	136
201502	205	232	장애인	26
201502	205	232	경로	16
201502	205	232	일반	4292
201502	205	232	청소년	150
201502	205	233	일반	272
201502	205	233	장애인	98
201502	205	233	청소년	88
201502	205	233	일반	2
201502	205	233	일반	3215
201502	205	233	장애인	6
201502	205	233	경로	21
201502	205	233	일반	1851
201502	205	233	일반	140
201502	205	233	경로	326
201502	205	234	청소년	178
201502	205	234	경로	1
201502	205	234	청소년	1
201502	205	234	일반	548
201502	205	234	장애인	84
201502	205	234	경로	163
201502	205	234	일반	2061
201502	205	234	장애인	13
201502	205	234	경로	20
201502	205	234	일반	113
201502	205	234	일반	4265
201502	205	235	장애인	16
201502	205	235	경로	116
201502	205	235	청소년	32
201502	205	235	일반	355
201502	205	235	일반	147
201502	205	235	장애인	3
201502	205	235	경로	26
201502	205	235	일반	1044
201502	205	235	일반	12
201502	205	236	청소년	37
201502	205	236	일반	185
201502	205	236	일반	1
201502	205	236	장애인	34
201502	205	236	경로	224
201502	205	236	일반	640
201502	205	236	장애인	30
201502	205	236	경로	7
201502	205	236	일반	16
201502	205	236	일반	1073
201502	205	237	장애인	7
201502	205	237	일반	398
201502	205	237	장애인	25
201502	205	237	경로	167
201502	205	237	청소년	101
201502	205	237	일반	39
201502	205	237	경로	14
201502	205	237	일반	3431
201502	205	237	일반	1179
201502	205	238	청소년	154
201502	205	238	청소년	1
201502	205	238	일반	3
201502	205	238	일반	472
201502	205	238	경로	312
201502	205	238	일반	2055
201502	205	238	장애인	20
201502	205	238	경로	6
201502	205	238	일반	3894
201502	205	238	일반	20
201502	205	238	장애인	82
201502	205	239	일반	47
201502	205	239	청소년	1443
201502	205	239	청소년	17
201502	205	239	일반	25
201502	205	239	일반	1421
201502	205	239	장애인	183
201502	205	239	경로	453
201502	205	239	일반	9265
201502	205	239	장애인	19
201502	205	239	경로	18
201502	205	239	청소년	2
201502	205	239	일반	9492
201502	205	240	청소년	469
201502	205	240	청소년	1
201502	205	240	일반	881
201502	205	240	장애인	182
201502	205	240	경로	368
201502	205	240	일반	6057
201502	205	240	장애인	12
201502	205	240	일반	63
201502	205	240	경로	29
201502	205	240	일반	8
201502	205	240	일반	7093
201502	205	241	청소년	1
201502	205	241	일반	6
201502	205	241	일반	340
201502	205	241	장애인	110
201502	205	241	경로	336
201502	205	241	청소년	430
201502	205	241	일반	4715
201502	205	241	장애인	13
201502	205	241	경로	2
201502	205	241	일반	2489
201502	205	241	일반	51
201502	205	242	청소년	157
201502	205	242	경로	3
201502	205	242	장애인	82
201502	205	242	경로	364
201502	205	242	일반	234
201502	205	242	일반	1014
201502	205	242	장애인	4
201502	205	242	일반	1545
201502	205	242	일반	43
201502	205	243	장애인	8
201502	205	243	일반	206
201502	205	243	장애인	77
201502	205	243	경로	369
201502	205	243	청소년	115
201502	205	243	경로	14
201502	205	243	일반	1654
201502	205	243	일반	29
201502	205	243	일반	820
201502	205	244	장애인	7
201502	205	244	일반	10
201502	205	244	일반	64
201502	205	244	경로	39
201502	205	244	일반	189
201502	205	244	청소년	21
201502	205	245	일반	19
201502	205	245	일반	19
201502	205	245	청소년	5
201502	205	245	경로	6
201502	205	245	일반	2
201502	205	250	청소년	9
201502	205	250	장애인	7
201502	205	250	일반	6
201502	205	250	경로	38
201502	205	250	일반	115
201502	205	250	경로	2
201502	205	250	일반	1
201502	205	250	일반	40
201502	205	246	일반	2
201502	205	246	일반	4
201502	205	246	장애인	2
201502	205	246	경로	11
201502	205	246	청소년	5
201502	205	246	일반	38
201502	205	246	일반	19
201502	205	246	경로	1
201502	205	247	경로	2
201502	205	247	장애인	1
201502	205	247	일반	2
201502	205	247	일반	19
201502	205	247	일반	37
201502	205	247	장애인	1
201502	205	247	청소년	1
201502	205	248	일반	166
201502	205	248	일반	3
201502	205	248	장애인	5
201502	205	248	경로	48
201502	205	248	일반	23
201502	205	248	장애인	1
201502	205	248	일반	389
201502	205	248	청소년	16
201502	205	249	경로	31
201502	205	249	장애인	8
201502	205	249	청소년	29
201502	205	249	일반	156
201502	205	249	장애인	3
201502	205	249	일반	3
201502	205	249	일반	20
201502	205	249	일반	229
201502	206	201	일반	315
201502	206	201	장애인	76
201502	206	201	청소년	112
201502	206	201	일반	1016
201502	206	201	장애인	43
201502	206	201	경로	37
201502	206	201	일반	3375
201502	206	201	일반	58
201502	206	201	경로	387
201502	206	202	청소년	273
201502	206	202	청소년	1
201502	206	202	일반	2
201502	206	202	일반	1313
201502	206	202	장애인	234
201502	206	202	경로	1085
201502	206	202	일반	3324
201502	206	202	장애인	42
201502	206	202	일반	75
201502	206	202	일반	9006
201502	206	202	경로	107
201502	206	203	장애인	189
201502	206	203	경로	1228
201502	206	203	청소년	188
201502	206	203	일반	1566
201502	206	203	일반	402
201502	206	203	장애인	62
201502	206	203	경로	62
201502	206	203	일반	3709
201502	206	203	일반	66
201502	206	204	청소년	342
201502	206	204	일반	238
201502	206	204	경로	2
201502	206	204	장애인	434
201502	206	204	경로	1779
201502	206	204	일반	1207
201502	206	204	장애인	102
201502	206	204	경로	99
201502	206	204	일반	81
201502	206	204	일반	2130
201502	206	205	경로	1957
201502	206	205	경로	5
201502	206	205	일반	315
201502	206	205	장애인	495
201502	206	205	청소년	220
201502	206	205	일반	55
201502	206	205	장애인	73
201502	206	205	일반	2152
201502	206	205	경로	115
201502	206	205	일반	2289
201502	206	206	일반	139
201502	206	206	경로	2
201502	206	206	장애인	269
201502	206	206	경로	1231
201502	206	206	청소년	108
201502	206	206	장애인	37
201502	206	206	경로	27
201502	206	206	일반	746
201502	206	206	일반	18
201502	206	206	청소년	2
201502	206	206	일반	865
201502	206	206	일반	1
201502	206	207	경로	1
201502	206	207	일반	80
201502	206	207	장애인	535
201502	206	207	경로	4023
201502	206	207	청소년	35
201502	206	207	일반	418
201502	206	207	장애인	152
201502	206	207	경로	112
201502	206	207	일반	472
201502	206	207	일반	16
201502	206	208	일반	279
201502	206	208	경로	1630
201502	206	208	장애인	432
201502	206	208	경로	2
201502	206	208	청소년	441
201502	206	208	장애인	80
201502	206	208	경로	51
201502	206	208	일반	2269
201502	206	208	청소년	1
201502	206	208	일반	25
201502	206	208	일반	1335
201502	206	209	장애인	6
201502	206	209	일반	103
201502	206	209	장애인	66
201502	206	209	경로	302
201502	206	209	청소년	123
201502	206	209	경로	18
201502	206	209	일반	710
201502	206	209	일반	9
201502	206	209	일반	401
201502	206	210	일반	1131
201502	206	210	일반	147
201502	206	210	장애인	294
201502	206	210	경로	1228
201502	206	210	일반	1
201502	206	210	장애인	52
201502	206	210	경로	46
201502	206	210	일반	1876
201502	206	210	일반	48
201502	206	210	청소년	137
201502	206	211	일반	219
201502	206	211	장애인	243
201502	206	211	경로	911
201502	206	211	청소년	91
201502	206	211	일반	1202
201502	206	211	장애인	19
201502	206	211	경로	27
201502	206	211	일반	2074
201502	206	211	일반	60
201502	206	212	청소년	353
201502	206	212	일반	167
201502	206	212	일반	507
201502	206	212	장애인	288
201502	206	212	경로	1168
201502	206	212	일반	2800
201502	206	212	장애인	29
201502	206	212	일반	4264
201502	206	212	경로	9
201502	206	213	일반	1242
201502	206	213	장애인	228
201502	206	213	경로	1375
201502	206	213	일반	208
201502	206	213	장애인	48
201502	206	213	경로	63
201502	206	213	일반	2237
201502	206	213	일반	82
201502	206	213	청소년	80
201502	206	214	청소년	159
201502	206	214	일반	6
201502	206	214	경로	5
201502	206	214	일반	384
201502	206	214	장애인	172
201502	206	214	경로	893
201502	206	214	일반	2198
201502	206	214	장애인	22
201502	206	214	경로	36
201502	206	214	일반	59
201502	206	214	일반	3232
201502	206	215	장애인	123
201502	206	215	경로	525
201502	206	215	청소년	36
201502	206	215	장애인	7
201502	206	215	경로	30
201502	206	215	일반	195
201502	206	215	일반	1079
201502	206	215	일반	17
201502	206	215	일반	402
201502	206	216	청소년	1
201502	206	216	일반	609
201502	206	216	장애인	162
201502	206	216	경로	902
201502	206	216	청소년	193
201502	206	216	일반	1903
201502	206	216	장애인	17
201502	206	216	경로	78
201502	206	216	일반	3611
201502	206	216	청소년	1
201502	206	216	일반	68
201502	206	217	청소년	56
201502	206	217	경로	38
201502	206	217	장애인	67
201502	206	217	경로	531
201502	206	217	일반	186
201502	206	217	장애인	8
201502	206	217	일반	1181
201502	206	217	일반	47
201502	206	217	일반	518
201502	206	218	일반	157
201502	206	218	일반	99
201502	206	218	장애인	12
201502	206	218	경로	107
201502	206	218	경로	9
201502	206	218	일반	476
201502	206	218	일반	14
201502	206	218	청소년	31
201502	206	219	장애인	5
201502	206	219	일반	281
201502	206	219	장애인	76
201502	206	219	일반	1
201502	206	219	경로	325
201502	206	219	일반	745
201502	206	219	경로	10
201502	206	219	일반	2290
201502	206	219	일반	47
201502	206	219	청소년	57
201502	206	220	일반	65
201502	206	220	장애인	59
201502	206	220	경로	315
201502	206	220	일반	286
201502	206	220	장애인	1
201502	206	220	경로	9
201502	206	220	일반	717
201502	206	220	일반	25
201502	206	220	청소년	43
201502	206	221	청소년	34
201502	206	221	일반	356
201502	206	221	일반	1
201502	206	221	일반	133
201502	206	221	장애인	64
201502	206	221	일반	4
201502	206	221	장애인	6
201502	206	221	경로	12
201502	206	221	일반	912
201502	206	221	경로	195
201502	206	222	일반	966
201502	206	222	일반	278
201502	206	222	장애인	34
201502	206	222	경로	177
201502	206	222	장애인	2
201502	206	222	경로	4
201502	206	222	일반	2415
201502	206	222	일반	18
201502	206	222	청소년	127
201502	206	223	일반	302
201502	206	223	청소년	10
201502	206	223	장애인	20
201502	206	223	일반	26
201502	206	223	경로	161
201502	206	223	경로	3
201502	206	223	일반	4
201502	206	223	장애인	7
201502	206	223	일반	206
201502	206	224	일반	102
201502	206	224	일반	12
201502	206	224	장애인	8
201502	206	224	청소년	10
201502	206	224	경로	9
201502	206	224	일반	225
201502	206	224	경로	120
201502	206	225	장애인	5
201502	206	225	경로	78
201502	206	225	일반	23
201502	206	225	일반	70
201502	206	225	경로	1
201502	206	225	일반	313
201502	206	225	일반	2
201502	206	225	청소년	17
201502	206	225	장애인	2
201502	206	226	장애인	2
201502	206	226	일반	77
201502	206	226	장애인	17
201502	206	226	경로	181
201502	206	226	일반	177
201502	206	226	경로	9
201502	206	226	일반	567
201502	206	226	일반	30
201502	206	226	청소년	16
201502	206	227	청소년	4
201502	206	227	경로	172
201502	206	227	일반	40
201502	206	227	장애인	1
201502	206	227	경로	1
201502	206	227	일반	302
201502	206	227	일반	1
201502	206	227	일반	175
201502	206	227	장애인	15
201502	206	228	장애인	14
201502	206	228	일반	79
201502	206	228	장애인	78
201502	206	228	경로	236
201502	206	228	청소년	10
201502	206	228	일반	309
201502	206	228	경로	5
201502	206	228	일반	609
201502	206	228	일반	9
201502	206	229	경로	252
201502	206	229	장애인	3
201502	206	229	일반	56
201502	206	229	장애인	31
201502	206	229	일반	6
201502	206	229	경로	5
201502	206	229	일반	361
201502	206	229	청소년	14
201502	206	229	일반	202
201502	206	230	일반	713
201502	206	230	일반	142
201502	206	230	장애인	64
201502	206	230	경로	391
201502	206	230	장애인	27
201502	206	230	경로	22
201502	206	230	일반	1475
201502	206	230	일반	46
201502	206	230	청소년	48
201502	206	231	일반	541
201502	206	231	일반	46
201502	206	231	장애인	74
201502	206	231	경로	242
201502	206	231	일반	43
201502	206	231	장애인	18
201502	206	231	경로	12
201502	206	231	일반	583
201502	206	231	청소년	10
201502	206	232	일반	1378
201502	206	232	일반	279
201502	206	232	장애인	109
201502	206	232	경로	282
201502	206	232	장애인	37
201502	206	232	경로	11
201502	206	232	일반	2079
201502	206	232	일반	51
201502	206	232	청소년	56
201502	206	233	일반	1
201502	206	233	일반	97
201502	206	233	장애인	48
201502	206	233	경로	288
201502	206	233	청소년	24
201502	206	233	장애인	16
201502	206	233	경로	6
201502	206	233	일반	767
201502	206	233	일반	51
201502	206	233	일반	1265
201502	206	234	장애인	56
201502	206	234	경로	303
201502	206	234	청소년	80
201502	206	234	일반	899
201502	206	234	장애인	20
201502	206	234	경로	8
201502	206	234	일반	1711
201502	206	234	일반	29
201502	206	234	일반	163
201502	206	235	청소년	17
201502	206	235	일반	82
201502	206	235	장애인	27
201502	206	235	경로	157
201502	206	235	일반	316
201502	206	235	장애인	4
201502	206	235	경로	3
201502	206	235	일반	704
201502	206	236	일반	66
201502	206	236	장애인	35
201502	206	236	경로	225
201502	206	236	일반	248
201502	206	236	장애인	3
201502	206	236	경로	4
201502	206	236	일반	683
201502	206	236	일반	5
201502	206	236	청소년	6
201502	206	237	청소년	31
201502	206	237	일반	127
201502	206	237	장애인	71
201502	206	237	일반	642
201502	206	237	일반	16
201502	206	237	장애인	16
201502	206	237	경로	6
201502	206	237	일반	1598
201502	206	237	경로	280
201502	206	238	일반	733
201502	206	238	일반	198
201502	206	238	장애인	51
201502	206	238	경로	204
201502	206	238	장애인	3
201502	206	238	경로	23
201502	206	238	일반	1708
201502	206	238	일반	17
201502	206	238	청소년	63
201502	206	239	장애인	27
201502	206	239	경로	9
201502	206	239	일반	559
201502	206	239	경로	474
201502	206	239	장애인	179
201502	206	239	일반	1
201502	206	239	경로	25
201502	206	239	일반	4399
201502	206	239	일반	41
201502	206	239	일반	2201
201502	206	239	청소년	593
201502	206	240	일반	444
201502	206	240	경로	1
201502	206	240	장애인	145
201502	206	240	경로	530
201502	206	240	청소년	339
201502	206	240	일반	1800
201502	206	240	장애인	20
201502	206	240	경로	40
201502	206	240	일반	4067
201502	206	240	일반	23
201502	206	240	일반	1
201502	206	241	장애인	10
201502	206	241	일반	123
201502	206	241	장애인	133
201502	206	241	경로	543
201502	206	241	청소년	158
201502	206	241	경로	12
201502	206	241	일반	1705
201502	206	241	일반	15
201502	206	241	일반	1271
201502	206	242	일반	673
201502	206	242	청소년	98
201502	206	242	경로	495
201502	206	242	일반	111
201502	206	242	장애인	22
201502	206	242	경로	6
201502	206	242	일반	985
201502	206	242	일반	18
201502	206	242	장애인	111
201502	206	243	경로	1
201502	206	243	일반	220
201502	206	243	장애인	223
201502	206	243	경로	720
201502	206	243	청소년	158
201502	206	243	일반	698
201502	206	243	장애인	39
201502	206	243	경로	59
201502	206	243	일반	1636
201502	206	243	일반	15
201502	206	244	청소년	13
201502	206	244	일반	103
201502	206	244	일반	2
201502	206	244	장애인	5
201502	206	244	일반	55
201502	206	244	장애인	6
201502	206	244	경로	3
201502	206	244	경로	102
201502	206	245	일반	1
201502	206	245	일반	15
201502	206	245	일반	4
201502	206	245	경로	13
201502	206	245	장애인	14
201502	206	245	일반	1
201502	206	250	경로	1
201502	206	250	장애인	11
201502	206	250	경로	44
201502	206	250	청소년	1
201502	206	250	일반	4
201502	206	250	장애인	1
201502	206	250	일반	4
201502	206	250	일반	1
201502	206	250	일반	43
201502	206	246	일반	8
201502	206	246	일반	1
201502	206	246	장애인	4
201502	206	246	청소년	1
201502	206	246	일반	18
201502	206	246	경로	42
201502	206	247	일반	4
201502	206	247	일반	1
201502	206	247	경로	1
201502	206	248	장애인	2
201502	206	248	청소년	3
201502	206	248	일반	6
201502	206	248	장애인	18
201502	206	248	경로	63
201502	206	248	일반	14
201502	206	248	경로	1
201502	206	248	일반	169
201502	206	248	일반	39
201502	206	249	장애인	9
201502	206	249	일반	13
201502	206	249	경로	57
201502	206	249	청소년	1
201502	206	249	장애인	3
201502	206	249	경로	5
201502	206	249	일반	1
201502	206	249	일반	238
201502	206	249	일반	107
201502	207	201	일반	537
201502	207	201	일반	401
201502	207	201	장애인	57
201502	207	201	경로	186
201502	207	201	장애인	26
201502	207	201	경로	11
201502	207	201	일반	2746
201502	207	201	일반	32
201502	207	201	청소년	53
201502	207	202	청소년	101
201502	207	202	경로	481
201502	207	202	일반	1
201502	207	202	경로	1
201502	207	202	일반	929
201502	207	202	일반	28
201502	207	202	일반	1695
201502	207	202	장애인	25
201502	207	202	경로	45
201502	207	202	일반	6194
201502	207	202	장애인	140
201502	207	203	일반	278
201502	207	203	장애인	131
201502	207	203	경로	574
201502	207	203	청소년	38
201502	207	203	일반	715
201502	207	203	장애인	17
201502	207	203	경로	40
201502	207	203	일반	2922
201502	207	203	일반	14
201502	207	204	청소년	47
201502	207	204	일반	211
201502	207	204	일반	10
201502	207	204	장애인	167
201502	207	204	경로	943
201502	207	204	일반	715
201502	207	204	장애인	79
201502	207	204	일반	1795
201502	207	204	경로	24
201502	207	205	일반	324
201502	207	205	일반	2
201502	207	205	장애인	240
201502	207	205	경로	1175
201502	207	205	청소년	150
201502	207	205	일반	1310
201502	207	205	장애인	29
201502	207	205	경로	51
201502	207	205	일반	1997
201502	207	205	일반	29
201502	207	206	일반	98
201502	207	206	장애인	480
201502	207	206	경로	3710
201502	207	206	청소년	47
201502	207	206	일반	18
201502	207	206	일반	531
201502	207	206	장애인	174
201502	207	206	경로	89
201502	207	206	일반	745
201502	207	207	일반	280
201502	207	207	장애인	125
201502	207	207	경로	556
201502	207	207	일반	49
201502	207	207	장애인	9
201502	207	207	경로	17
201502	207	207	일반	431
201502	207	207	일반	5
201502	207	207	청소년	37
201502	207	208	일반	578
201502	207	208	일반	2
201502	207	208	일반	148
201502	207	208	장애인	143
201502	207	208	경로	594
201502	207	208	장애인	12
201502	207	208	경로	26
201502	207	208	일반	1238
201502	207	208	일반	4
201502	207	208	청소년	179
201502	207	209	일반	669
201502	207	209	일반	47
201502	207	209	장애인	44
201502	207	209	경로	174
201502	207	209	일반	17
201502	207	209	장애인	6
201502	207	209	경로	4
201502	207	209	일반	958
201502	207	209	청소년	552
201502	207	210	일반	171
201502	207	210	장애인	166
201502	207	210	청소년	211
201502	207	210	장애인	1
201502	207	210	일반	777
201502	207	210	장애인	53
201502	207	210	경로	25
201502	207	210	일반	1536
201502	207	210	일반	29
201502	207	210	경로	715
201502	207	211	일반	202
201502	207	211	장애인	262
201502	207	211	경로	671
201502	207	211	청소년	65
201502	207	211	장애인	46
201502	207	211	경로	11
201502	207	211	일반	19
201502	207	211	일반	2685
201502	207	211	일반	955
201502	207	212	장애인	143
201502	207	212	경로	390
201502	207	212	청소년	325
201502	207	212	일반	1614
201502	207	212	일반	460
201502	207	212	장애인	16
201502	207	212	경로	5
201502	207	212	일반	3669
201502	207	212	청소년	8
201502	207	212	일반	49
201502	207	213	일반	210
201502	207	213	장애인	133
201502	207	213	경로	445
201502	207	213	청소년	75
201502	207	213	일반	774
201502	207	213	장애인	26
201502	207	213	경로	17
201502	207	213	일반	37
201502	207	213	일반	1561
201502	207	214	청소년	147
201502	207	214	일반	2
201502	207	214	일반	337
201502	207	214	청소년	1
201502	207	214	장애인	91
201502	207	214	경로	357
201502	207	214	일반	1467
201502	207	214	장애인	4
201502	207	214	경로	15
201502	207	214	일반	3163
201502	207	214	일반	37
201502	207	214	경로	5
201502	207	215	일반	192
201502	207	215	장애인	57
201502	207	215	경로	259
201502	207	215	청소년	38
201502	207	215	일반	291
201502	207	215	장애인	3
201502	207	215	경로	16
201502	207	215	일반	1152
201502	207	215	일반	6
201502	207	216	청소년	199
201502	207	216	경로	2
201502	207	216	일반	497
201502	207	216	장애인	54
201502	207	216	경로	272
201502	207	216	일반	1296
201502	207	216	일반	28
201502	207	216	장애인	1
201502	207	216	경로	6
201502	207	216	일반	3770
201502	207	217	일반	92
201502	207	217	장애인	45
201502	207	217	경로	174
201502	207	217	청소년	73
201502	207	217	일반	332
201502	207	217	장애인	7
201502	207	217	경로	35
